,payoutChange,divGrowth,payoutAvg, debtEquityAvg ,netMarginAvg,roicAvg, debtToEquity ,52WeekChange,SandP52WeekChange,auditRisk, beta ,boardRisk, bookValue ,compensationRisk, currentPrice , currentRatio ,debtToEquity,earningsGrowth,earningsQuarterlyGrowth, ebitda ,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue, enterpriseValue ,financialCurrency, floatShares , forwardEps , forwardPE , freeCashflow , fullTimeEmployees ,grossMargins, grossProfits ,heldPercentInsiders,heldPercentInstitutions,industry,lastSplitDate,lastSplitFactor, netIncomeToCommon ,numberOfAnalystOpinions, operatingCashflow ,operatingMargins,overallRisk, pegRatio , priceHint , priceToBook ,profitMargins, quickRatio ,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth, revenuePerShare ,sector,shareHolderRightsRisk, sharesOutstanding ,sharesPercentSharesOut, sharesShort , sharesShortPriorMonth ,shortPercentOfFloat, shortRatio , targetHighPrice , targetLowPrice , targetMeanPrice , targetMedianPrice , totalCash , totalCashPerShare , totalDebt , totalRevenue , trailingEps 
FHN,68.08%,17.23%,50.92%, 10.15 ,12.57%,6.31%, -   ,4.8%,15.2%,2, 1.00 ,3, 12.80 ,9, 18.34 ,,,-34.2%,-10.0%,,0,,4.192," 6,629,725,696.00 ",USD," 319,917,051.00 ", 1.60 , 11.46 ,," 5,873.00 ",0.000%," 1,343,394,000.00 ",1.43%,86.60%,Banks - Regional - US,1252454400,10159/10000," 186,708,992.00 ",18," 472,663,008.00 ",36.63%,4, 1.11 , 2.00 , 1.43 ,12.20%,,buy,2.2,0.58%,5.54%,32.80%, 5.50 ,Financial Services,2," 325,003,008.00 ",5.41%," 17,598,697.00 "," 11,224,616.00 ",5.46%, 3.65 , 23.00 , 18.50 , 20.39 , 20.00 ," 3,999,180,032.00 ", 12.31 ," 4,264,289,024.00 "," 1,581,688,064.00 ", 0.64 
ABC,-37.01%,14.34%,-25.24%, 25.09 ,0.37%,1050.91%, 145.47 ,4.7%,15.6%,1, 1.24 ,7, 14.28 ,2, 84.56 , 0.94 ,145.465,443.5%,447.8%," 2,384,576,000.00 ",0.01456,9.114,0.133," 21,732,390,912.00 ",USD," 158,890,156.00 ", 7.15 , 11.83 ," 1,802,472,064.00 "," 19,000.00 ",2.880%," 4,544,607,000.00 ",26.51%,68.55%,Medical Distribution,1245110400,1-Feb," 1,080,530,048.00 ",14," 2,126,497,024.00 ",1.16%,4, 1.34 , 2.00 , 5.92 ,0.66%, 0.50 ,buy,2.3,3.26%,36.96%,11.50%, 748.98 ,Healthcare,5," 216,356,992.00 ",1.67%," 3,615,842.00 "," 4,592,223.00 ",2.25%, 2.40 , 124.68 , 88.00 , 99.19 , 97.50 ," 2,388,928,000.00 ", 11.04 ," 4,765,353,984.00 "," 163,762,520,064.00 ", 4.88 
TKR,-5.48%,-2.59%,48.35%, 1.19 ,6.20%,1959.85%, 67.41 ,4.6%,15.2%,1, 2.02 ,1, 19.74 ,5, 47.75 , 2.39 ,67.41,11.5%,10.3%," 530,800,000.00 ",0.15898,8.677,1.379," 4,605,860,352.00 ",USD," 74,014,474.00 ", 4.80 , 9.95 ," 9,312,500.00 "," 15,000.00 ",28.735%," 810,400,000.00 ",12.79%,80.20%,Tools & Accessories,1404172800,1397/1000," 253,900,000.00 ",6," 180,100,000.00 ",11.65%,2, 4.60 , 2.00 , 2.42 ,7.60%, 1.13 ,buy,2,7.19%,17.13%,20.70%, 43.03 ,Industrials,3," 77,107,200.00 ",1.58%," 1,217,292.00 "," 1,821,840.00 ",1.77%, 1.63 , 64.00 , 55.00 , 59.00 , 60.00 ," 145,200,000.00 ", 1.88 ," 1,046,400,000.00 "," 3,338,800,128.00 ", 3.22 
RY,-0.51%,8.04%,46.82%, 17.28 ,28.62%,4.85%, -   ,4.6%,15.2%,1, 0.96 ,1, 37.28 ,1, 79.13 ,,,13.4%,11.4%,,0,,-2.056," (63,731,769,344.00)",CAD," 1,439,243,269.00 ", 6.94 , 11.40 ,," 82,236.00 ",0.000%," 39,519,000,000.00 ",0.01%,47.49%,Banks - Global,1144368000,1-Feb," 8,792,128,512.00 ",5," (18,886,989,824.00)",39.80%,2, 2.40 , 2.00 , 2.12 ,29.05%,,buy,2.2,0.96%,15.95%,9.30%, 21.41 ,Financial Services,6," 1,440,989,952.00 ",0.31%," 4,504,521.00 "," 5,352,041.00 ",, 7.38 , 93.56 , 80.62 , 88.28 , 88.28 ," 388,033,118,208.00 ", 269.48 ," 205,506,232,320.00 "," 31,002,476,544.00 ", 6.05 
RGA,-25.76%,-28.50%,10.97%, 6.34 ,8.49%,3.31%, 41.01 ,4.3%,15.2%,1, 0.66 ,7, 135.09 ,1, 140.18 , 0.85 ,41.013,-11.6%,-12.0%," 1,216,040,960.00 ",0.0954,9.017,0.86," 10,964,990,976.00 ",USD," 63,186,659.00 ", 13.39 , 10.47 ," 1,084,329,984.00 "," 2,640.00 ",15.249%," 2,028,166,000.00 ",1.05%,94.57%,Insurance - Reinsurance,,," 1,749,083,008.00 ",9," 1,909,922,048.00 ",9.27%,3, 1.39 , 2.00 , 1.04 ,13.72%, 0.62 ,hold,2.7,1.25%,21.11%,2.10%, 198.05 ,Financial Services,3," 63,656,400.00 ",2.75%," 1,747,756.00 "," 1,492,371.00 ",2.72%, 4.01 , 172.00 , 131.00 , 153.00 , 150.00 ," 1,556,877,056.00 ", 24.46 ," 3,527,848,960.00 "," 12,747,368,448.00 ", 26.61 
PBFX,-57.40%,-50.57%,50.63%, (7.07),44.87%,0.00%, 400.40 ,4.3%,15.2%,, 1.43 ,, (0.44),, 22.05 , 2.56 ,400.401,-21.6%,-13.8%," 174,604,992.00 ",0.66278,9.909,6.567," 1,730,115,584.00 ",USD," 23,701,658.00 ", 2.10 , 10.50 ," 30,779,500.00 ", 39.00 ,72.530%," 188,330,000.00 ",46.21%,30.75%,Oil & Gas Midstream,,," 82,213,000.00 ",5," 119,162,000.00 ",56.34%,, 2.83 , 2.00 ,,35.62%, 2.48 ,buy,1.6,12.14%,72.61%,8.10%, 6.25 ,Energy,," 45,344,700.00 ",0.64%," 290,953.00 "," 300,891.00 ",1.26%, 3.03 , 25.00 , 22.50 , 23.70 , 24.00 ," 19,681,000.00 ", 0.43 ," 603,580,992.00 "," 263,444,000.00 ", 1.95 
TRV,25.91%,2.50%,28.26%, 3.31 ,10.30%,5.95%, 28.57 ,4.2%,15.2%,1, 1.31 ,7, 84.51 ,7, 127.85 , 0.40 ,28.573,-9.0%,-11.9%," 3,771,000,064.00 ",0.12765999,10.064,1.285," 37,951,766,528.00 ",USD," 266,797,200.00 ", 11.32 , 11.29 ," 9,881,124,864.00 "," 30,800.00 ",24.578%," 7,269,000,000.00 ",0.47%,80.54%,Insurance - Property & Casualty,894931200,1-Feb," 2,022,000,000.00 ",17," 3,705,999,872.00 ",10.01%,2, 0.76 , 2.00 , 1.51 ,6.90%, 0.19 ,hold,2.7,1.79%,8.77%,4.10%, 108.76 ,Financial Services,1," 267,683,008.00 ",1.31%," 3,517,442.00 "," 3,073,599.00 ",1.31%, 2.20 , 150.00 , 125.00 , 138.18 , 140.00 ," 4,107,000,064.00 ", 15.34 ," 6,464,000,000.00 "," 29,539,000,320.00 ", 7.38 
CTSH,-1.19%,0.00%,17.00%, 0.39 ,11.58%,49.15%, 7.03 ,3.7%,15.2%,5, 0.78 ,1, 18.36 ,7, 76.61 , 3.27 ,7.034,-2.3%,-3.0%," 3,203,000,064.00 ",0.20648001,12.625,2.607," 40,437,305,344.00 ",USD," 577,268,839.00 ", 5.07 , 15.11 ," 1,993,374,976.00 "," 268,900.00 ",38.660%," 5,658,000,000.00 ",0.28%,91.84%,Information Technology Services,1394409600,1-Feb," 1,452,999,936.00 ",28," 2,636,999,936.00 ",17.58%,6, 1.23 , 2.00 , 4.17 ,9.37%, 3.06 ,buy,2.1,11.86%,13.75%,9.20%, 26.40 ,Technology,5," 580,233,984.00 ",1.40%," 8,144,787.00 "," 11,698,656.00 ",1.40%, 2.43 , 100.00 , 79.00 , 88.86 , 88.00 ," 4,247,000,064.00 ", 7.32 ," 749,000,000.00 "," 15,512,000,512.00 ", 2.47 
JNJ,409.85%,4.81%,264.36%, 1.17 ,15.57%,587.22%, 51.02 ,3.5%,15.2%,2, 0.53 ,4, 23.45 ,3, 138.51 , 1.65 ,51.015,3.6%,3.3%," 26,759,999,488.00 ",0.33166,14.288,4.739," 382,340,071,424.00 ",USD," 2,673,661,518.00 ", 8.59 , 16.12 ," 17,968,750,592.00 "," 134,000.00 ",66.472%," 51,684,000,000.00 ",0.07%,68.78%,Drug Manufacturers - Major,992390400,1-Feb," 1,372,000,000.00 ",20," 22,055,999,488.00 ",24.44%,3, 2.17 , 2.00 , 5.91 ,1.70%, 1.17 ,buy,2.3,8.00%,2.04%,10.60%, 30.07 ,Healthcare,4," 2,682,759,936.00 ",0.52%," 14,034,703.00 "," 16,686,830.00 ",0.52%, 2.22 , 160.00 , 119.00 , 143.35 , 143.50 ," 18,139,000,832.00 ", 6.76 ," 32,082,999,296.00 "," 80,683,999,232.00 ", 0.50 
LECO,28.85%,8.33%,49.86%, 1.41 ,7.73%,0.00%, 75.38 ,3.3%,15.2%,1, 1.26 ,4, 14.47 ,1, 92.09 , 2.62 ,75.377,13.0%,12.2%," 459,704,000.00 ",0.15507,13.59,2.107," 6,247,485,952.00 ",USD," 60,807,484.00 ", 5.35 , 17.21 ," 167,240,256.00 "," 11,000.00 ",33.484%," 880,326,000.00 ",6.77%,72.89%,Tools & Accessories,1306886400,1-Feb," 259,995,008.00 ",10," 306,716,000.00 ",13.06%,3, 1.47 , 2.00 , 6.37 ,8.77%, 1.77 ,buy,2.3,10.63%,28.96%,26.00%, 45.19 ,Industrials,7," 65,172,100.00 ",1.25%," 817,856.00 "," 1,228,037.00 ",1.30%, 2.46 , 115.00 , 93.00 , 105.20 , 105.50 ," 496,152,992.00 ", 7.61 ," 711,188,992.00 "," 2,964,423,936.00 ", 3.91 
ASTE,3.69%,0.21%,23.05%, 0.29 ,3.78%,435.65%, 0.36 ,2.9%,15.6%,1, 0.71 ,6, 28.41 ,3, 49.88 , 2.65 ,0.361,,," 14,260,000.00 ",0.01227,75.273,0.923," 1,073,396,928.00 ",USD," 22,685,769.00 ", 3.73 , 13.37 ," 52,708,376.00 "," 4,437.00 ",15.566%," 243,129,000.00 ",1.84%,95.31%,Farm & Construction Equipment,916704000,1-Feb," (12,152,000.00)",5," 69,354,000.00 ",-1.09%,4, 1.51 , 2.00 , 1.76 ,-1.05%, 0.87 ,buy,2,-0.88%,-1.86%,-9.70%, 50.45 ,Industrials,4," 23,093,600.00 ",5.11%," 1,179,022.00 "," 932,849.00 ",5.84%, 4.61 , 70.00 , 50.00 , 60.20 , 63.00 ," 67,178,000.00 ", 2.91 ," 2,374,000.00 "," 1,162,409,984.00 ", (0.53)
FMS,-8.57%,-1.95%,23.61%, 1.35 ,6.66%,166.43%, 60.64 ,2.8%,15.2%,1, 0.92 ,8, 20.73 ,9, 50.15 , 1.37 ,60.643,271.3%,269.9%," 3,333,335,552.00 ",0.16877002,11.544,1.948," 38,478,848,000.00 ",EUR," 423,395,301.00 ", 2.85 , 17.60 ," 1,244,362,752.00 "," 111,263.00 ",31.993%," 6,003,720,000.00 ",0.00%,2.47%,Medical Care,1354579200,1-Feb," 2,301,356,288.00 ",4," 2,039,191,424.00 ",12.66%,8, 2.38 , 2.00 , 2.42 ,11.65%, 0.97 ,buy,1.8,5.39%,19.63%,-5.80%, 32.21 ,Healthcare,1," 306,124,992.00 ",0.09%," 448,714.00 "," 577,461.00 ",, 4.88 , 62.49 , 51.82 , 58.30 , 59.45 ," 1,930,892,288.00 ", 3.15 ," 8,462,389,760.00 "," 19,750,627,328.00 ", 3.74 
SBUX,11.11%,22.85%,41.92%, 1.40 ,13.50%,332.26%, 170.11 ,2.7%,15.2%,1, 0.56 ,4, 2.92 ,5, 55.12 , 1.01 ,170.113,29.8%,23.3%," 5,062,300,160.00 ",0.20993,15.574,3.269," 78,839,922,688.00 ",USD," 1,312,890,156.00 ", 2.64 , 20.88 ," 1,627,575,040.00 "," 277,000.00 ",29.842%," 6,855,300,000.00 ",2.96%,74.72%,Restaurants,1428537600,1-Feb," 4,551,399,936.00 ",24," 4,519,699,968.00 ",15.88%,3, 1.63 , 2.00 , 18.87 ,18.87%, 0.68 ,buy,2.3,15.10%,92.45%,11.50%, 17.12 ,Consumer Cyclical,2," 1,349,100,032.00 ",1.99%," 26,824,990.00 "," 27,147,718.00 ",1.95%, 2.54 , 67.00 , 51.00 , 57.88 , 58.00 ," 1,976,600,064.00 ", 1.47 ," 6,798,900,224.00 "," 24,114,200,576.00 ", 3.20 
GS,41.18%,6.93%,30.66%, 10.77 ,18.51%,2.05%, 506.12 ,2.6%,15.2%,2, 1.36 ,4, 199.52 ,8, 230.21 , 1.86 ,506.121,51.6%,40.1%,,0,,-6.498," (231,300,825,088.00)",USD," 337,682,513.00 ", 25.39 , 9.07 ,," 38,000.00 ",89.539%," 28,636,000,000.00 ",1.28%,77.43%,Capital Markets,,," 4,957,000,192.00 ",22," 3,988,999,936.00 ",36.51%,5, 0.30 , 2.00 , 1.15 ,15.72%, 1.86 ,buy,2.3,0.60%,6.39%,19.20%, 91.01 ,Financial Services,4," 377,556,000.00 ",1.35%," 5,104,453.00 "," 4,012,493.00 ",1.37%, 1.61 , 336.00 , 200.00 , 276.23 , 280.00 ," 777,381,019,648.00 "," 2,058.98 "," 445,198,991,360.00 "," 35,598,000,128.00 ", 12.53 
DWDP,118.98%,19.56%,106.27%, 1.62 ,9.02%,27.61%, 34.33 ,2.2%,15.2%,1, 1.67 ,3, 42.59 ,7, 70.08 , 1.70 ,34.33,-29.0%,33.8%," 15,852,999,680.00 ",0.19529,11.857,2.316," 187,974,975,488.00 ",USD," 2,304,169,621.00 ", 4.89 , 14.33 ," (1,829,374,976.00)"," 98,000.00 ",26.139%," 14,476,000,000.00 ",0.43%,71.50%,Chemicals,961372800,1-Mar," 2,188,999,936.00 ",22," 8,748,999,680.00 ",12.96%,6, 2.39 , 2.00 , 1.65 ,2.62%, 0.89 ,buy,1.8,4.88%,3.63%,75.30%, 38.06 ,Basic Materials,7," 2,307,379,968.00 ",0.70%," 16,225,899.00 "," 20,008,507.00 ",0.70%, 2.31 , 92.00 , 72.00 , 82.00 , 81.50 ," 9,635,000,320.00 ", 4.18 ," 34,289,000,448.00 "," 81,175,003,136.00 ", 0.98 
YUMC,-37.75%,0.00%,9.59%, 0.56 ,5.92%,241.44%, 0.87 ,1.9%,15.2%,2,,1, 7.80 ,5, 31.94 , 1.74 ,0.871,16.1%,14.4%," 1,228,000,000.00 ",0.16018999,10.714,1.716," 13,157,041,152.00 ",USD," 380,602,330.00 ", 1.64 , 19.48 ,," 460,000.00 ",20.871%," 1,246,000,000.00 ",0.17%,85.27%,Restaurants,,," 505,000,000.00 ",13," 1,099,000,064.00 ",10.19%,1, 1.58 , 2.00 , 4.09 ,6.59%, 1.40 ,buy,2.4,,,12.30%, 19.86 ,Consumer Cyclical,1," 383,247,008.00 ",0.98%," 3,766,986.00 "," 7,161,559.00 ",1.02%, 0.88 , 49.18 , 34.00 , 41.90 , 40.50 ," 1,539,000,064.00 ", 4.02 ," 27,000,000.00 "," 7,665,999,872.00 ", 1.26 
CVX,-270.06%,0.85%,-451.14%, 0.74 ,3.49%,-6.88%, 25.11 ,1.8%,15.2%,1, 1.05 ,3, 79.43 ,1, 115.02 , 1.08 ,25.112,131.2%,135.1%," 26,282,999,808.00 ",0.18381001,9.573,1.76," 251,603,451,904.00 ",USD," 1,915,802,194.00 ", 8.97 , 12.82 ," 9,331,250,176.00 "," 51,900.00 ",28.425%," 39,472,000,000.00 ",0.07%,66.89%,Oil & Gas Integrated,1095033600,1-Feb," 12,110,000,128.00 ",20," 23,665,000,448.00 ",6.04%,1, 0.27 , 2.00 , 1.45 ,8.47%, 0.76 ,buy,2,2.11%,8.10%,30.20%, 75.58 ,Energy,1," 1,916,150,016.00 ",0.90%," 17,189,972.00 "," 18,408,680.00 ",0.90%, 3.25 , 187.00 , 128.00 , 147.12 , 145.00 ," 7,686,000,128.00 ", 4.01 ," 38,516,998,144.00 "," 142,990,999,552.00 ", 6.35 
FULT,5.00%,8.02%,44.48%, 7.90 ,22.64%,7.96%, -   ,1.7%,15.2%,1, 0.97 ,4, 12.77 ,1, 17.95 ,,,-23.1%,-22.6%,,0,,6.477," 4,894,389,760.00 ",USD," 174,429,734.00 ", 1.38 , 13.01 ,," 3,580.00 ",0.000%," 754,933,000.00 ",0.81%,65.08%,Banks - Regional - US,1147824000,105/100," 167,583,008.00 ",8," 305,971,008.00 ",31.87%,2, (6.80), 2.00 , 1.41 ,22.18%,,hold,3,0.84%,7.55%,-6.80%, 4.31 ,Financial Services,5," 175,918,000.00 ",1.99%," 3,506,778.00 "," 3,351,343.00 ",2.26%, 4.09 , 19.00 , 17.00 , 18.38 , 18.50 ," 311,111,008.00 ", 1.77 ," 2,038,977,024.00 "," 755,680,000.00 ", 0.95 
MRLN,-0.56%,4.80%,36.59%, 4.48 ,23.77%,170.08%, -   ,1.6%,15.2%,1, 0.47 ,5, 15.52 ,3, 28.30 ,,,44.4%,42.0%,,0,,2.459," 233,271,664.00 ",USD," 8,083,174.00 ", 2.31 , 12.25 ,, 320.00 ,0.000%," 89,977,000.00 ",8.00%,83.89%,Credit Services,,," 31,149,000.00 ",1," 73,462,000.00 ",37.32%,2, 1.12 , 2.00 , 1.82 ,33.57%,,buy,2.5,3.04%,18.00%,9.10%, 7.78 ,Financial Services,2," 12,219,100.00 ",0.23%," 29,002.00 "," 28,109.00 ",0.34%, 2.09 , 34.00 , 34.00 , 34.00 , 34.00 ," 107,641,000.00 ", 8.81 , -   ," 94,883,000.00 ", 2.54 
MKTX,1.17%,26.90%,31.43%, 0.13 ,34.35%,58.20%, -   ,1.6%,15.2%,1, 0.42 ,3, 14.83 ,2, 184.37 , 6.22 ,,7.0%,6.5%," 230,082,000.00 ",0.54798,29.378,16.099," 6,759,380,480.00 ",USD," 36,263,125.00 ", 5.21 , 35.39 ," 136,692,000.00 ", 429.00 ,69.659%," 274,672,000.00 ",2.60%,102.51%,Capital Markets,,," 156,030,000.00 ",4," 184,735,008.00 ",49.98%,1, 2.10 , 2.00 , 12.43 ,37.16%, 5.77 ,hold,3,22.52%,29.48%,11.10%, 11.37 ,Financial Services,1," 37,571,000.00 ",5.41%," 2,034,192.00 "," 2,530,640.00 ",5.62%, 9.11 , 219.00 , 205.00 , 209.75 , 207.50 ," 264,888,000.00 ", 7.05 , -   ," 419,871,008.00 ", 4.11 
MMM,9.13%,8.27%,54.57%, 2.11 ,16.03%,1615.78%, 139.39 ,1.6%,15.2%,1, 1.14 ,3, 17.67 ,4, 211.78 , 1.56 ,139.394,19.0%,17.3%," 8,529,999,872.00 ",0.25982,15.968,4.149," 136,209,154,048.00 ",USD," 586,238,043.00 ", 11.23 , 18.86 ," 3,896,750,080.00 "," 91,000.00 ",49.851%," 15,742,000,000.00 ",7.74%,10.42%,Diversified Industrials,1064880000,1-Feb," 4,410,999,808.00 ",14," 5,651,999,744.00 ",21.05%,2, 2.08 , 2.00 , 11.99 ,13.44%, 0.96 ,hold,2.9,12.21%,40.11%,7.40%, 55.14 ,Industrials,3," 586,614,016.00 ",1.17%," 6,841,239.00 "," 7,732,425.00 ",1.49%, 2.95 , 255.00 , 170.00 , 210.36 , 207.00 ," 3,185,999,872.00 ", 5.43 ," 14,535,999,488.00 "," 32,829,999,104.00 ", 7.23 
JRVR,-58.31%,-43.38%,23.07%, 2.46 ,9.54%,6.55%, 29.36 ,1.1%,15.2%,1, 0.62 ,10, 23.04 ,6, 41.22 , 2.15 ,29.359,16.7%,16.8%," 67,447,000.00 ",0.07619,17.198,1.31," 1,159,946,240.00 ",USD," 28,944,998.00 ", 2.66 , 15.50 ," 22,894,124.00 ", 760.00 ,30.266%," 262,248,000.00 ",3.15%,102.16%,Insurance - Property & Casualty,,," 43,192,000.00 ",5," 306,576,000.00 ",7.38%,10,, 2.00 , 1.79 ,4.88%, 1.20 ,buy,2.5,1.49%,6.13%,12.70%, 29.81 ,Financial Services,7," 29,928,100.00 ",1.69%," 506,098.00 "," 566,902.00 ",1.97%, 5.20 , 47.00 , 38.00 , 43.40 , 45.00 ," 292,507,008.00 ", 9.77 ," 202,355,008.00 "," 885,214,016.00 ", 1.43 
STM,-23.12%,-14.72%,214.05%, 0.79 ,1.95%,110.85%, 30.35 ,0.8%,15.2%,1, 0.97 ,4, 6.20 ,5, 18.33 , 2.36 ,30.35,70.6%,72.8%," 2,028,000,000.00 ",0.22293,7.982,1.779," 16,186,839,040.00 ",USD," 650,246,070.00 ", 1.49 , 12.30 ," (165,375,008.00)"," 45,468.00 ",37.859%," 3,069,000,000.00 ",0.00%,4.86%,Semiconductors,957830400,1-Mar," 460,000,000.00 ",6," 2,131,000,064.00 ",14.50%,5, 0.28 , 2.00 , 2.96 ,5.06%, 1.47 ,buy,2.5,8.77%,8.87%,18.00%, 10.21 ,Technology,9," 901,353,984.00 ",0.59%," 5,331,826.00 "," 5,091,039.00 ",, 1.80 , 30.00 , 22.00 , 26.53 , 27.10 ," 2,127,000,064.00 ", 2.36 ," 1,716,000,000.00 "," 9,096,999,936.00 ", 0.51 
QCRH,-4.11%,39.69%,6.25%, 10.43 ,22.45%,6.32%, -   ,0.5%,15.2%,1, 0.53 ,1, 26.45 ,6, 43.00 ,,,12.3%,19.2%,,0,,6.276," 938,372,928.00 ",USD," 13,263,219.00 ", 3.69 , 11.65 ,, 666.00 ,0.000%," 138,077,654.00 ",6.04%,58.38%,Banks - Regional - US,1086048000,2-Mar," 38,750,872.00 ",7," 44,162,828.00 ",35.34%,6, 1.40 , 2.00 , 1.63 ,25.92%,,buy,1.6,1.02%,11.49%,18.00%, 10.91 ,Financial Services,10," 15,664,400.00 ",0.43%," 68,112.00 "," 59,389.00 ",0.52%, 0.99 , 55.00 , 49.00 , 51.57 , 52.00 ," 121,443,080.00 ", 7.75 ," 380,763,520.00 "," 149,524,464.00 ", 2.76 
MTX,-21.29%,0.48%,5.11%, 1.80 ,8.60%,1554.17%, 82.66 ,0.5%,15.2%,1, 2.04 ,1, 36.51 ,3, 65.75 , 2.08 ,82.663,2.5%,2.6%," 347,200,000.00 ",0.19811001,9.383,1.859," 3,257,626,624.00 ",USD," 34,991,631.00 ", 5.41 , 12.15 ," 99,512,496.00 "," 3,657.00 ",26.458%," 467,200,000.00 ",0.66%,97.21%,Chemicals,1355270400,1-Feb," 201,500,000.00 ",2," 210,200,000.00 ",14.54%,2, 1.42 , 2.00 , 1.80 ,11.50%, 1.45 ,buy,2.4,5.27%,16.76%,12.20%, 49.58 ,Basic Materials,3," 35,305,100.00 ",0.74%," 261,453.00 "," 353,949.00 ",0.83%, 2.14 , 90.00 , 79.00 , 84.50 , 84.50 ," 205,900,000.00 ", 5.83 ," 1,088,999,936.00 "," 1,752,600,064.00 ", 5.66 
JNPR,-33.55%,25.98%,33.17%, 0.98 ,10.34%,47.01%, 48.39 ,0.4%,15.2%,5, 1.15 ,6, 12.64 ,6, 27.50 , 2.27 ,48.389,-29.8%,-35.2%," 919,200,000.00 ",0.19214001,9.248,1.777," 8,500,310,528.00 ",USD," 337,250,895.00 ", 2.04 , 13.48 ," 438,812,512.00 "," 9,341.00 ",59.425%," 3,072,100,000.00 ",1.38%,96.45%,Communication Equipment,961113600,1-Feb," 168,500,000.00 ",21," 856,200,000.00 ",14.63%,6, 1.15 , 2.00 , 2.17 ,3.52%, 2.12 ,hold,2.9,4.64%,3.55%,-8.00%, 13.16 ,Technology,4," 344,795,008.00 ",5.45%," 18,793,389.00 "," 20,220,806.00 ",7.13%, 4.48 , 33.00 , 20.00 , 26.79 , 26.50 ," 3,122,700,032.00 ", 9.06 ," 2,137,699,968.00 "," 4,784,000,000.00 ", 0.46 
BK,-40.99%,-30.70%,17.59%, 9.03 ,23.51%,2.23%, -   ,0.1%,15.2%,1, 0.90 ,5, 37.97 ,5, 52.23 ,,,17.0%,13.1%,,0,,-0.267," (4,293,892,096.00)",USD," 933,368,276.00 ", 4.48 , 11.66 ,," 52,000.00 ",0.000%," 15,567,000,000.00 ",0.00%,0.00%,Asset Management,1183334400,9434/10000," 4,268,000,000.00 ",18," 8,045,000,192.00 ",32.59%,3, 1.54 , 2.00 , 1.38 ,27.78%,,hold,2.8,1.26%,10.87%,4.50%, 15.74 ,Financial Services,2," 999,945,024.00 ",1.58%," 15,812,769.00 "," 12,411,076.00 ",1.60%, 2.33 , 68.00 , 55.50 , 59.75 , 58.50 ," 128,968,998,912.00 ", 128.98 ," 68,705,001,472.00 "," 16,080,000,000.00 ", 4.16 
CIZN,33.75%,2.68%,85.41%, 10.51 ,16.97%,1.73%, -   ,0.0%,15.2%,, (0.59),, 16.65 ,, 22.70 ,,,-4.1%,-5.3%,,0,,5.701," 206,230,400.00 ",USD," 3,974,190.00 ",,,, 241.00 ,0.000%," 36,001,558.00 ",22.17%,12.01%,Banks - Regional - US,1009929600,2-Mar," 3,943,297.00 ",1," 11,049,501.00 ",22.03%,,, 2.00 , 1.36 ,10.90%,,hold,3,0.40%,4.52%,-2.40%, 7.41 ,Financial Services,," 4,904,530.00 ",0.08%," 4,012.00 "," 4,234.00 ",0.10%, 6.81 , 24.00 , 24.00 , 24.00 , 24.00 ," 13,934,410.00 ", 2.84 ," 106,624,944.00 "," 36,173,032.00 ", 0.81 
IBM,46.69%,8.97%,59.04%, 6.09 ,12.75%,755.00%, 244.43 ,-0.1%,15.2%,1, 1.02 ,6, 20.29 ,9, 146.49 , 1.32 ,244.428,5.4%,3.1%," 17,032,999,936.00 ",0.21088,9.791,2.065," 166,764,134,400.00 ",USD," 912,101,868.00 ", 14.04 , 10.43 ," 5,817,999,872.00 "," 366,600.00 ",45.513%," 36,227,000,000.00 ",0.11%,57.86%,Information Technology Services,927763200,1-Feb," 5,751,000,064.00 ",18," 16,199,000,064.00 ",15.45%,7, 11.05 , 2.00 , 7.22 ,7.12%, 1.13 ,hold,2.6,6.44%,30.93%,3.70%, 87.56 ,Technology,3," 912,768,000.00 ",1.66%," 15,145,841.00 "," 15,164,536.00 ",1.65%, 3.23 , 200.00 , 137.00 , 164.50 , 162.50 ," 11,706,999,808.00 ", 12.83 ," 45,581,000,704.00 "," 80,770,998,272.00 ", 6.21 
NCBS,-13.18%,28.49%,1.76%, 8.58 ,21.70%,10.78%, -   ,-0.3%,15.2%,1, 0.57 ,7, 38.43 ,10, 55.00 ,,,18.1%,16.9%,,0,,3.633," 512,127,584.00 ",USD," 8,233,148.00 ", 3.99 , 13.78 ,, 548.00 ,0.000%," 131,056,000.00 ",14.51%,33.13%,Banks - Regional - US,,," 37,928,000.00 ",5," 45,310,000.00 ",41.69%,8, 2.06 , 2.00 , 1.43 ,26.90%,,hold,2.8,1.33%,10.55%,7.10%, 14.44 ,Financial Services,2," 9,642,830.00 ",1.82%," 175,578.00 "," 169,976.00 ",2.11%, 16.91 , 65.00 , 56.00 , 60.80 , 62.00 ," 98,516,000.00 ", 10.22 ," 77,176,000.00 "," 140,978,000.00 ", 3.72 
